24.4,1901,1,CYM,,
25.1,1901,2,CYM,,
25.6,1901,3,CYM,,
25.4,1901,4,CYM,,
27.2,1901,5,CYM,,
28.6,1901,6,CYM,,
27.7,1901,7,CYM,,
28.5,1901,8,CYM,,
28.2999,1901,9,CYM,,
28.2999,1901,10,CYM,,
25.6,1901,11,CYM,,
25.1,1901,12,CYM,,
23.5,1902,1,CYM,,
24.6,1902,2,CYM,,
25.9,1902,3,CYM,,
26.2,1902,4,CYM,,
27.9,1902,5,CYM,,
28.2999,1902,6,CYM,,
28.2999,1902,7,CYM,,
28.7999,1902,8,CYM,,
28.7,1902,9,CYM,,
28.4,1902,10,CYM,,
27.2999,1902,11,CYM,,
26.1,1902,12,CYM,,
25.2999,1903,1,CYM,,
26.4,1903,2,CYM,,
26.2999,1903,3,CYM,,
26,1903,4,CYM,,
26.9,1903,5,CYM,,
28.5,1903,6,CYM,,
28.5,1903,7,CYM,,
28.6,1903,8,CYM,,
28.2999,1903,9,CYM,,
27.6,1903,10,CYM,,
26.1,1903,11,CYM,,
24.7,1903,12,CYM,,
24.6,1904,1,CYM,,
25.2999,1904,2,CYM,,
25.4,1904,3,CYM,,
26.2999,1904,4,CYM,,
27.2999,1904,5,CYM,,
28.2999,1904,6,CYM,,
27.9,1904,7,CYM,,
28.1,1904,8,CYM,,
28.2,1904,9,CYM,,
27.7,1904,10,CYM,,
26.2,1904,11,CYM,,
25.7999,1904,12,CYM,,
22.9,1905,1,CYM,,
25.5,1905,2,CYM,,
25.9,1905,3,CYM,,
26,1905,4,CYM,,
28.4,1905,5,CYM,,
29.1,1905,6,CYM,,
28.2999,1905,7,CYM,,
28.6,1905,8,CYM,,
28.7,1905,9,CYM,,
28.6,1905,10,CYM,,
27.1,1905,11,CYM,,
26,1905,12,CYM,,
24.7999,1906,1,CYM,,
24.7999,1906,2,CYM,,
25.5,1906,3,CYM,,
25.7,1906,4,CYM,,
27.4,1906,5,CYM,,
28.2999,1906,6,CYM,,
28.4,1906,7,CYM,,
28.1,1906,8,CYM,,
28.2,1906,9,CYM,,
27.7999,1906,10,CYM,,
26.6,1906,11,CYM,,
24.9,1906,12,CYM,,
24.7999,1907,1,CYM,,
24.6,1907,2,CYM,,
25.6,1907,3,CYM,,
25.9,1907,4,CYM,,
28,1907,5,CYM,,
28.2,1907,6,CYM,,
28.4,1907,7,CYM,,
28.2999,1907,8,CYM,,
28.4,1907,9,CYM,,
27.7,1907,10,CYM,,
27,1907,11,CYM,,
25.9,1907,12,CYM,,
24.2999,1908,1,CYM,,
24.2,1908,2,CYM,,
25.9,1908,3,CYM,,
27.2999,1908,4,CYM,,
27.9,1908,5,CYM,,
28,1908,6,CYM,,
28.2,1908,7,CYM,,
27.9,1908,8,CYM,,
28.2,1908,9,CYM,,
27.4,1908,10,CYM,,
26.4,1908,11,CYM,,
25.7999,1908,12,CYM,,
24.6,1909,1,CYM,,
25.1,1909,2,CYM,,
26.2,1909,3,CYM,,
26.2,1909,4,CYM,,
27.9,1909,5,CYM,,
28.4,1909,6,CYM,,
28.2999,1909,7,CYM,,
28.1,1909,8,CYM,,
27.7999,1909,9,CYM,,
27.6,1909,10,CYM,,
26.2,1909,11,CYM,,
25,1909,12,CYM,,
23.7999,1910,1,CYM,,
24.4,1910,2,CYM,,
24.5,1910,3,CYM,,
25.2999,1910,4,CYM,,
27.2,1910,5,CYM,,
27.9,1910,6,CYM,,
28.2,1910,7,CYM,,
28.2,1910,8,CYM,,
27.7999,1910,9,CYM,,
27.2999,1910,10,CYM,,
25.4,1910,11,CYM,,
24.4,1910,12,CYM,,
24.7,1911,1,CYM,,
24.7999,1911,2,CYM,,
25.6,1911,3,CYM,,
26.4,1911,4,CYM,,
27,1911,5,CYM,,
28.1,1911,6,CYM,,
27.9,1911,7,CYM,,
28.5,1911,8,CYM,,
28.7,1911,9,CYM,,
28.7,1911,10,CYM,,
27.7999,1911,11,CYM,,
26.4,1911,12,CYM,,
25.4,1912,1,CYM,,
24.6,1912,2,CYM,,
