19.4163,1901,1,MRT,,
22.603,1901,2,MRT,,
23.5929,1901,3,MRT,,
27.8172,1901,4,MRT,,
30.4039,1901,5,MRT,,
33.3435,1901,6,MRT,,
33.2162,1901,7,MRT,,
32.4104,1901,8,MRT,,
30.7625,1901,9,MRT,,
28.3273,1901,10,MRT,,
23.9498,1901,11,MRT,,
18.8867,1901,12,MRT,,
20.2236,1902,1,MRT,,
22.7816,1902,2,MRT,,
25.0491,1902,3,MRT,,
28.7514,1902,4,MRT,,
31.4885,1902,5,MRT,,
32.7303,1902,6,MRT,,
33.4904,1902,7,MRT,,
33.034,1902,8,MRT,,
31.0739,1902,9,MRT,,
28.8771,1902,10,MRT,,
25.5591,1902,11,MRT,,
20.3361,1902,12,MRT,,
20.0623,1903,1,MRT,,
22.815,1903,2,MRT,,
25.0248,1903,3,MRT,,
27.923,1903,4,MRT,,
30.9838,1903,5,MRT,,
33.1289,1903,6,MRT,,
32.7331,1903,7,MRT,,
31.6494,1903,8,MRT,,
30.528,1903,9,MRT,,
29.7141,1903,10,MRT,,
24.8002,1903,11,MRT,,
19.9901,1903,12,MRT,,
19.7154,1904,1,MRT,,
21.3002,1904,2,MRT,,
24.7515,1904,3,MRT,,
27.4178,1904,4,MRT,,
31.0811,1904,5,MRT,,
33.4237,1904,6,MRT,,
33.229,1904,7,MRT,,
32.8233,1904,8,MRT,,
31.4249,1904,9,MRT,,
29.6569,1904,10,MRT,,
25.305,1904,11,MRT,,
20.8313,1904,12,MRT,,
20.1237,1905,1,MRT,,
20.6072,1905,2,MRT,,
24.5528,1905,3,MRT,,
28.7402,1905,4,MRT,,
30.8251,1905,5,MRT,,
33.1307,1905,6,MRT,,
33.3929,1905,7,MRT,,
31.8719,1905,8,MRT,,
30.5846,1905,9,MRT,,
29.1734,1905,10,MRT,,
24.4441,1905,11,MRT,,
20.5524,1905,12,MRT,,
20.4422,1906,1,MRT,,
20.4351,1906,2,MRT,,
25.4847,1906,3,MRT,,
28.0912,1906,4,MRT,,
30.71,1906,5,MRT,,
