tas,"	Year", Month, Country, ISO3, ISO2
13.0214,2007,4,LBN,,
19.4685,2007,5,LBN,,
22.7579,2007,6,LBN,,
25.1682,2007,7,LBN,,
24.8201,2007,8,LBN,,
22.854,2007,9,LBN,,
19.6096,2007,10,LBN,,
13.7819,2007,11,LBN,,
8.2095,2007,12,LBN,,
4.31824,2008,1,LBN,,
7.49126,2008,2,LBN,,
14.2829,2008,3,LBN,,
16.8762,2008,4,LBN,,
17.164,2008,5,LBN,,
23.4044,2008,6,LBN,,
25.0803,2008,7,LBN,,
25.8068,2008,8,LBN,,
23.392,2008,9,LBN,,
19.0086,2008,10,LBN,,
13.927,2008,11,LBN,,
8.49328,2008,12,LBN,,
7.14004,2009,1,LBN,,
8.69214,2009,2,LBN,,
9.80538,2009,3,LBN,,
14.7867,2009,4,LBN,,
18.4644,2009,5,LBN,,
23.764,2009,6,LBN,,
25.1304,2009,7,LBN,,
24.9855,2009,8,LBN,,
21.9745,2009,9,LBN,,
20.8285,2009,10,LBN,,
12.4925,2009,11,LBN,,
10.3663,2009,12,LBN,,
10.0071,2010,1,LBN,,
10.0065,2010,2,LBN,,
13.2819,2010,3,LBN,,
15.9353,2010,4,LBN,,
19.6681,2010,5,LBN,,
22.9069,2010,6,LBN,,
25.1496,2010,7,LBN,,
26.8996,2010,8,LBN,,
24.4021,2010,9,LBN,,
20.9595,2010,10,LBN,,
16.1501,2010,11,LBN,,
10.4002,2010,12,LBN,,
8.32818,2011,1,LBN,,
8.61274,2011,2,LBN,,
10.6665,2011,3,LBN,,
14.0431,2011,4,LBN,,
17.7403,2011,5,LBN,,
21.6811,2011,6,LBN,,
25.4047,2011,7,LBN,,
24.9631,2011,8,LBN,,
23.1424,2011,9,LBN,,
17.9649,2011,10,LBN,,
9.57309,2011,11,LBN,,
7.71897,2011,12,LBN,,
6.61859,2012,1,LBN,,
6.47695,2012,2,LBN,,
9.12937,2012,3,LBN,,
16.1653,2012,4,LBN,,
19.4143,2012,5,LBN,,
23.9655,2012,6,LBN,,
26.0472,2012,7,LBN,,
24.8343,2012,8,LBN,,
23.7301,2012,9,LBN,,
20.2272,2012,10,LBN,,
14.2673,2012,11,LBN,,
9.27618,2012,12,LBN,,
7.80191,2013,1,LBN,,
10.2504,2013,2,LBN,,
12.4267,2013,3,LBN,,
14.6407,2013,4,LBN,,
19.5251,2013,5,LBN,,
21.7936,2013,6,LBN,,
23.0198,2013,7,LBN,,
24.1961,2013,8,LBN,,
21.1924,2013,9,LBN,,
17.0584,2013,10,LBN,,
14.7909,2013,11,LBN,,
7.08942,2013,12,LBN,,
9.2389,2014,1,LBN,,
9.80924,2014,2,LBN,,
12.5102,2014,3,LBN,,
16.5499,2014,4,LBN,,
18.6143,2014,5,LBN,,
21.4526,2014,6,LBN,,
23.7646,2014,7,LBN,,
24.7498,2014,8,LBN,,
21.0027,2014,9,LBN,,
17.7143,2014,10,LBN,,
12.0866,2014,11,LBN,,
10.5967,2014,12,LBN,,
7.02035,2015,1,LBN,,
8.36389,2015,2,LBN,,
12.0132,2015,3,LBN,,
13.5731,2015,4,LBN,,
18.8643,2015,5,LBN,,
19.9292,2015,6,LBN,,
24.401,2015,7,LBN,,
25.7917,2015,8,LBN,,
24.6594,2015,9,LBN,,
19.8261,2015,10,LBN,,
13.4377,2015,11,LBN,,
8.18786,2015,12,LBN,,
12.1757,1901,1,LBY,,
14.9398,1901,2,LBY,,
18.2626,1901,3,LBY,,
22.2641,1901,4,LBY,,
25.1961,1901,5,LBY,,
28.1359,1901,6,LBY,,
29.1262,1901,7,LBY,,
28.5397,1901,8,LBY,,
27.3661,1901,9,LBY,,
23.3389,1901,10,LBY,,
17.8196,1901,11,LBY,,
13.8452,1901,12,LBY,,
12.5396,1902,1,LBY,,
15.3517,1902,2,LBY,,
17.8285,1902,3,LBY,,
22.2196,1902,4,LBY,,
25.3074,1902,5,LBY,,
28.149,1902,6,LBY,,
28.7276,1902,7,LBY,,
28.6763,1902,8,LBY,,
27.1245,1902,9,LBY,,
23.4415,1902,10,LBY,,
17.1288,1902,11,LBY,,
13.234,1902,12,LBY,,
12.3749,1903,1,LBY,,
14.3049,1903,2,LBY,,
17.5532,1903,3,LBY,,
21.8814,1903,4,LBY,,
25.7605,1903,5,LBY,,
27.7013,1903,6,LBY,,
28.2701,1903,7,LBY,,
28.3552,1903,8,LBY,,
27.0565,1903,9,LBY,,
23.3972,1903,10,LBY,,
17.8,1903,11,LBY,,
14.1453,1903,12,LBY,,
12.27,1904,1,LBY,,
15.4995,1904,2,LBY,,
17.8779,1904,3,LBY,,
22.1349,1904,4,LBY,,
25.3294,1904,5,LBY,,
28.5897,1904,6,LBY,,
28.9482,1904,7,LBY,,
28.6788,1904,8,LBY,,
27.1011,1904,9,LBY,,
23.184,1904,10,LBY,,
17.0707,1904,11,LBY,,
13.2782,1904,12,LBY,,
11.3062,1905,1,LBY,,
13.4263,1905,2,LBY,,
17.3495,1905,3,LBY,,
22.1467,1905,4,LBY,,
26.2916,1905,5,LBY,,
28.8597,1905,6,LBY,,
28.9881,1905,7,LBY,,
29.064,1905,8,LBY,,
27.7091,1905,9,LBY,,
23.1763,1905,10,LBY,,
18.3222,1905,11,LBY,,
13.361,1905,12,LBY,,
12.409,1906,1,LBY,,
14.4309,1906,2,LBY,,
18.1528,1906,3,LBY,,
21.9588,1906,4,LBY,,
25.9845,1906,5,LBY,,
28.92,1906,6,LBY,,
29.1559,1906,7,LBY,,
28.937,1906,8,LBY,,
27.1822,1906,9,LBY,,
23.0439,1906,10,LBY,,
17.9673,1906,11,LBY,,
13.4768,1906,12,LBY,,
11.8032,1907,1,LBY,,
14.1981,1907,2,LBY,,
16.8273,1907,3,LBY,,
21.4388,1907,4,LBY,,
25.7248,1907,5,LBY,,
27.7563,1907,6,LBY,,
28.9964,1907,7,LBY,,
28.4478,1907,8,LBY,,
26.7594,1907,9,LBY,,
23.8447,1907,10,LBY,,
18.3083,1907,11,LBY,,
14.0635,1907,12,LBY,,
12.7269,1908,1,LBY,,
14.5144,1908,2,LBY,,
17.6124,1908,3,LBY,,
21.2499,1908,4,LBY,,
26.2992,1908,5,LBY,,
28.2802,1908,6,LBY,,
28.7677,1908,7,LBY,,
28.5699,1908,8,LBY,,
26.6631,1908,9,LBY,,
23.0293,1908,10,LBY,,
17.4249,1908,11,LBY,,
13.2422,1908,12,LBY,,
11.6947,1909,1,LBY,,
13.7623,1909,2,LBY,,
18.3237,1909,3,LBY,,
21.5787,1909,4,LBY,,
25.4058,1909,5,LBY,,
28.2823,1909,6,LBY,,
28.602,1909,7,LBY,,
28.6896,1909,8,LBY,,
27.8289,1909,9,LBY,,
23.4179,1909,10,LBY,,
18.471,1909,11,LBY,,
14.0777,1909,12,LBY,,
12.3196,1910,1,LBY,,
14.6768,1910,2,LBY,,
17.0771,1910,3,LBY,,
21.8273,1910,4,LBY,,
25.3995,1910,5,LBY,,
28.0632,1910,6,LBY,,
28.852,1910,7,LBY,,
28.5581,1910,8,LBY,,
26.5362,1910,9,LBY,,
23.5274,1910,10,LBY,,
17.7445,1910,11,LBY,,
13.9774,1910,12,LBY,,
11.8064,1911,1,LBY,,
13.9281,1911,2,LBY,,
17.6274,1911,3,LBY,,
21.551,1911,4,LBY,,
25.3288,1911,5,LBY,,
28.9864,1911,6,LBY,,
29.2202,1911,7,LBY,,
29.2887,1911,8,LBY,,
27.3178,1911,9,LBY,,
23.4153,1911,10,LBY,,
17.9761,1911,11,LBY,,
13.7904,1911,12,LBY,,
12.4953,1912,1,LBY,,
15.8123,1912,2,LBY,,
18.3993,1912,3,LBY,,
22.0062,1912,4,LBY,,
25.6809,1912,5,LBY,,
28.4337,1912,6,LBY,,
29.1644,1912,7,LBY,,
28.6875,1912,8,LBY,,
26.8068,1912,9,LBY,,
23.4371,1912,10,LBY,,
17.4062,1912,11,LBY,,
13.579,1912,12,LBY,,
12.7341,1913,1,LBY,,
14.331,1913,2,LBY,,
18.1042,1913,3,LBY,,
21.7945,1913,4,LBY,,
25.4646,1913,5,LBY,,
27.9102,1913,6,LBY,,
28.7806,1913,7,LBY,,
28.3539,1913,8,LBY,,
27.6015,1913,9,LBY,,
23.429,1913,10,LBY,,
18.4923,1913,11,LBY,,
13.6959,1913,12,LBY,,
12.2902,1914,1,LBY,,
14.746,1914,2,LBY,,
18.3872,1914,3,LBY,,
21.7873,1914,4,LBY,,
25.7239,1914,5,LBY,,
28.1101,1914,6,LBY,,
28.6851,1914,7,LBY,,
28.3693,1914,8,LBY,,
26.654,1914,9,LBY,,
22.7014,1914,10,LBY,,
17.6725,1914,11,LBY,,
13.846,1914,12,LBY,,
13.1229,1915,1,LBY,,
14.8111,1915,2,LBY,,
18.1226,1915,3,LBY,,
21.9199,1915,4,LBY,,
25.367,1915,5,LBY,,
28.3553,1915,6,LBY,,
28.6911,1915,7,LBY,,
28.7454,1915,8,LBY,,
26.8178,1915,9,LBY,,
23.2958,1915,10,LBY,,
17.9737,1915,11,LBY,,
14.1594,1915,12,LBY,,
12.2588,1916,1,LBY,,
14.8432,1916,2,LBY,,
18.506,1916,3,LBY,,
22.2547,1916,4,LBY,,
26.5559,1916,5,LBY,,
29.8148,1916,6,LBY,,
29.8327,1916,7,LBY,,
28.8613,1916,8,LBY,,
26.9293,1916,9,LBY,,
23.2125,1916,10,LBY,,
18.2467,1916,11,LBY,,
14.3962,1916,12,LBY,,
12.6936,1917,1,LBY,,
14.7507,1917,2,LBY,,
18.101,1917,3,LBY,,
22.0352,1917,4,LBY,,
26.0096,1917,5,LBY,,
29.0666,1917,6,LBY,,
29.2078,1917,7,LBY,,
29.469,1917,8,LBY,,
27.4459,1917,9,LBY,,
23.2008,1917,10,LBY,,
17.8566,1917,11,LBY,,
12.9206,1917,12,LBY,,
12.4113,1918,1,LBY,,
14.4546,1918,2,LBY,,
17.5628,1918,3,LBY,,
22.1288,1918,4,LBY,,
26.2775,1918,5,LBY,,
28.7381,1918,6,LBY,,
29.1814,1918,7,LBY,,
28.7964,1918,8,LBY,,
27.909,1918,9,LBY,,
23.5706,1918,10,LBY,,
17.9445,1918,11,LBY,,
13.5085,1918,12,LBY,,
12.7372,1919,1,LBY,,
15.0858,1919,2,LBY,,
18.845,1919,3,LBY,,
22.4217,1919,4,LBY,,
24.7972,1919,5,LBY,,
28.1795,1919,6,LBY,,
29.4478,1919,7,LBY,,
28.4071,1919,8,LBY,,
27.4691,1919,9,LBY,,
24.1665,1919,10,LBY,,
18.8258,1919,11,LBY,,
13.4864,1919,12,LBY,,
12.7501,1920,1,LBY,,
14.0112,1920,2,LBY,,
17.8709,1920,3,LBY,,
22.2441,1920,4,LBY,,
25.7063,1920,5,LBY,,
28.5901,1920,6,LBY,,
29.2071,1920,7,LBY,,
29.0508,1920,8,LBY,,
26.9678,1920,9,LBY,,
23.3962,1920,10,LBY,,
17.8241,1920,11,LBY,,
13.6385,1920,12,LBY,,
12.6891,1921,1,LBY,,
14.365,1921,2,LBY,,
17.2321,1921,3,LBY,,
21.3432,1921,4,LBY,,
25.8562,1921,5,LBY,,
27.6333,1921,6,LBY,,
29.1153,1921,7,LBY,,
28.9193,1921,8,LBY,,
26.9597,1921,9,LBY,,
22.9053,1921,10,LBY,,
17.6429,1921,11,LBY,,
13.2757,1921,12,LBY,,
12.4224,1922,1,LBY,,
14.9248,1922,2,LBY,,
18.3511,1922,3,LBY,,
22.4902,1922,4,LBY,,
26.3405,1922,5,LBY,,
29.3809,1922,6,LBY,,
29.4365,1922,7,LBY,,
29.4418,1922,8,LBY,,
27.4511,1922,9,LBY,,
23.68,1922,10,LBY,,
17.5266,1922,11,LBY,,
13.0921,1922,12,LBY,,
12.0307,1923,1,LBY,,
14.6956,1923,2,LBY,,
17.6778,1923,3,LBY,,
21.8366,1923,4,LBY,,
26.3979,1923,5,LBY,,
28.5654,1923,6,LBY,,
29.1561,1923,7,LBY,,
29.0865,1923,8,LBY,,
27.1176,1923,9,LBY,,
23.4444,1923,10,LBY,,
18.2417,1923,11,LBY,,
13.4127,1923,12,LBY,,
11.8915,1924,1,LBY,,
14.6195,1924,2,LBY,,
17.8862,1924,3,LBY,,
22.5211,1924,4,LBY,,
26.8392,1924,5,LBY,,
29.4741,1924,6,LBY,,
29.3962,1924,7,LBY,,
29.0657,1924,8,LBY,,
27.8522,1924,9,LBY,,
23.2677,1924,10,LBY,,
17.5635,1924,11,LBY,,
13.2286,1924,12,LBY,,
11.9192,1925,1,LBY,,
14.6687,1925,2,LBY,,
17.5713,1925,3,LBY,,
21.9249,1925,4,LBY,,
26.0632,1925,5,LBY,,
28.9192,1925,6,LBY,,
29.0492,1925,7,LBY,,
29.1631,1925,8,LBY,,
27.3332,1925,9,LBY,,
23.0936,1925,10,LBY,,
18.0679,1925,11,LBY,,
13.7327,1925,12,LBY,,
12.6794,1926,1,LBY,,
15.1548,1926,2,LBY,,
17.876,1926,3,LBY,,
22.3478,1926,4,LBY,,
26.5647,1926,5,LBY,,
29.0433,1926,6,LBY,,
28.9342,1926,7,LBY,,
28.42,1926,8,LBY,,
27.6016,1926,9,LBY,,
23.9042,1926,10,LBY,,
19.3003,1926,11,LBY,,
13.7304,1926,12,LBY,,
12.6681,1927,1,LBY,,
14.309,1927,2,LBY,,
18.71,1927,3,LBY,,
22.2376,1927,4,LBY,,
26.9548,1927,5,LBY,,
29.6777,1927,6,LBY,,
29.8655,1927,7,LBY,,
29.4213,1927,8,LBY,,
27.8645,1927,9,LBY,,
23.5845,1927,10,LBY,,
18.8461,1927,11,LBY,,
14.508,1927,12,LBY,,
13.0633,1928,1,LBY,,
14.3931,1928,2,LBY,,
17.7421,1928,3,LBY,,
22.7311,1928,4,LBY,,
26.4203,1928,5,LBY,,
29.3531,1928,6,LBY,,
29.9305,1928,7,LBY,,
29.5812,1928,8,LBY,,
28.1242,1928,9,LBY,,
23.9415,1928,10,LBY,,
18.3476,1928,11,LBY,,
13.0343,1928,12,LBY,,
11.8562,1929,1,LBY,,
13.6641,1929,2,LBY,,
17.4645,1929,3,LBY,,
21.9727,1929,4,LBY,,
26.889,1929,5,LBY,,
29.1435,1929,6,LBY,,
29.058,1929,7,LBY,,
29.0095,1929,8,LBY,,
27.3139,1929,9,LBY,,
23.3409,1929,10,LBY,,
18.5474,1929,11,LBY,,
13.503,1929,12,LBY,,
12.7528,1930,1,LBY,,
14.9089,1930,2,LBY,,
18.6273,1930,3,LBY,,
22.8105,1930,4,LBY,,
26.1817,1930,5,LBY,,
29.3827,1930,6,LBY,,
29.4323,1930,7,LBY,,
29.037,1930,8,LBY,,
27.5023,1930,9,LBY,,
23.2614,1930,10,LBY,,
18.3053,1930,11,LBY,,
14.6285,1930,12,LBY,,
13.2401,1931,1,LBY,,
14.608,1931,2,LBY,,
18.9656,1931,3,LBY,,
22.4255,1931,4,LBY,,
26.6282,1931,5,LBY,,
30.0718,1931,6,LBY,,
30.1894,1931,7,LBY,,
29.8804,1931,8,LBY,,
27.5683,1931,9,LBY,,
23.46,1931,10,LBY,,
18.3906,1931,11,LBY,,
13.5515,1931,12,LBY,,
12.3316,1932,1,LBY,,
14.2647,1932,2,LBY,,
18.1619,1932,3,LBY,,
22.0824,1932,4,LBY,,
26.4198,1932,5,LBY,,
28.9705,1932,6,LBY,,
28.9984,1932,7,LBY,,
28.9064,1932,8,LBY,,
27.7926,1932,9,LBY,,
24.0978,1932,10,LBY,,
17.8767,1932,11,LBY,,
13.8992,1932,12,LBY,,
12.2462,1933,1,LBY,,
15.0296,1933,2,LBY,,
17.6544,1933,3,LBY,,
22.0644,1933,4,LBY,,
25.7198,1933,5,LBY,,
28.4176,1933,6,LBY,,
29.0931,1933,7,LBY,,
28.9317,1933,8,LBY,,
27.1896,1933,9,LBY,,
23.6184,1933,10,LBY,,
19.0301,1933,11,LBY,,
14.0169,1933,12,LBY,,
12.0522,1934,1,LBY,,
13.9688,1934,2,LBY,,
18.2443,1934,3,LBY,,
22.8973,1934,4,LBY,,
26.6453,1934,5,LBY,,
29.4884,1934,6,LBY,,
29.5754,1934,7,LBY,,
29.0864,1934,8,LBY,,
27.4465,1934,9,LBY,,
23.8976,1934,10,LBY,,
18.9554,1934,11,LBY,,
14.0664,1934,12,LBY,,
11.904,1935,1,LBY,,
14.8663,1935,2,LBY,,
17.5705,1935,3,LBY,,
22.0753,1935,4,LBY,,
26.4045,1935,5,LBY,,
29.6649,1935,6,LBY,,
29.6416,1935,7,LBY,,
29.2798,1935,8,LBY,,
27.5514,1935,9,LBY,,
24.1679,1935,10,LBY,,
18.6868,1935,11,LBY,,
14.0079,1935,12,LBY,,
13.6202,1936,1,LBY,,
15.6066,1936,2,LBY,,
18.8696,1936,3,LBY,,
22.8568,1936,4,LBY,,
26.2513,1936,5,LBY,,
28.7551,1936,6,LBY,,
29.1971,1936,7,LBY,,
28.579,1936,8,LBY,,
27.176,1936,9,LBY,,
23.1483,1936,10,LBY,,
18.153,1936,11,LBY,,
13.3975,1936,12,LBY,,
12.3324,1937,1,LBY,,
15.1938,1937,2,LBY,,
18.2954,1937,3,LBY,,
22.3326,1937,4,LBY,,
26.3494,1937,5,LBY,,
29.3851,1937,6,LBY,,
29.3837,1937,7,LBY,,
29.2788,1937,8,LBY,,
27.5537,1937,9,LBY,,
23.4051,1937,10,LBY,,
18.3633,1937,11,LBY,,
13.4346,1937,12,LBY,,
12.4484,1938,1,LBY,,
14.0972,1938,2,LBY,,
17.4364,1938,3,LBY,,
21.7707,1938,4,LBY,,
26.1702,1938,5,LBY,,
29.4316,1938,6,LBY,,
29.5998,1938,7,LBY,,
29.4229,1938,8,LBY,,
27.4359,1938,9,LBY,,
23.646,1938,10,LBY,,
18.0386,1938,11,LBY,,
13.6509,1938,12,LBY,,
12.997,1939,1,LBY,,
14.8398,1939,2,LBY,,
17.4831,1939,3,LBY,,
22.2098,1939,4,LBY,,
26.0644,1939,5,LBY,,
28.8446,1939,6,LBY,,
29.4833,1939,7,LBY,,
29.2104,1939,8,LBY,,
27.4866,1939,9,LBY,,
24.092,1939,10,LBY,,
17.9855,1939,11,LBY,,
13.9767,1939,12,LBY,,
12.3757,1940,1,LBY,,
15.017,1940,2,LBY,,
17.8064,1940,3,LBY,,
22.1004,1940,4,LBY,,
26.2101,1940,5,LBY,,
28.6926,1940,6,LBY,,
29.0401,1940,7,LBY,,
28.7337,1940,8,LBY,,
27.3074,1940,9,LBY,,
23.5772,1940,10,LBY,,
17.9867,1940,11,LBY,,
12.9012,1940,12,LBY,,
13.2716,1941,1,LBY,,
15.7692,1941,2,LBY,,
18.575,1941,3,LBY,,
22.6523,1941,4,LBY,,
25.4142,1941,5,LBY,,
28.7424,1941,6,LBY,,
30.164,1941,7,LBY,,
29.1207,1941,8,LBY,,
26.8977,1941,9,LBY,,
22.8909,1941,10,LBY,,
17.7283,1941,11,LBY,,
13.0112,1941,12,LBY,,
11.7837,1942,1,LBY,,
14.5118,1942,2,LBY,,
18.3097,1942,3,LBY,,
22.7143,1942,4,LBY,,
27.0267,1942,5,LBY,,
29.5845,1942,6,LBY,,
29.2565,1942,7,LBY,,
28.9482,1942,8,LBY,,
27.5355,1942,9,LBY,,
23.7272,1942,10,LBY,,
18.4095,1942,11,LBY,,
14.6888,1942,12,LBY,,
12.831,1943,1,LBY,,
14.604,1943,2,LBY,,
17.5381,1943,3,LBY,,
21.1623,1943,4,LBY,,
26.445,1943,5,LBY,,
27.8364,1943,6,LBY,,
29.4514,1943,7,LBY,,
29.0874,1943,8,LBY,,
28.0138,1943,9,LBY,,
24.0747,1943,10,LBY,,
19.1645,1943,11,LBY,,
15.0847,1943,12,LBY,,
11.4773,1944,1,LBY,,
13.9181,1944,2,LBY,,
17.1267,1944,3,LBY,,
22.1623,1944,4,LBY,,
26.5783,1944,5,LBY,,
29.154,1944,6,LBY,,
30.2435,1944,7,LBY,,
29.3334,1944,8,LBY,,
27.1164,1944,9,LBY,,
23.7024,1944,10,LBY,,
17.3118,1944,11,LBY,,
13.2059,1944,12,LBY,,
11.7584,1945,1,LBY,,
12.8935,1945,2,LBY,,
15.5413,1945,3,LBY,,
21.0888,1945,4,LBY,,
26.6855,1945,5,LBY,,
27.914,1945,6,LBY,,
30.1601,1945,7,LBY,,
31.2549,1945,8,LBY,,
26.9204,1945,9,LBY,,
22.0445,1945,10,LBY,,
19.044,1945,11,LBY,,
13.5861,1945,12,LBY,,
13.028,1946,1,LBY,,
14.0896,1946,2,LBY,,
16.745,1946,3,LBY,,
22.2717,1946,4,LBY,,
26.7234,1946,5,LBY,,
28.4728,1946,6,LBY,,
29.129,1946,7,LBY,,
29.5896,1946,8,LBY,,
27.2423,1946,9,LBY,,
24.0497,1946,10,LBY,,
20.2766,1946,11,LBY,,
13.0721,1946,12,LBY,,
12.804,1947,1,LBY,,
17.706,1947,2,LBY,,
20.2823,1947,3,LBY,,
20.6285,1947,4,LBY,,
26.8045,1947,5,LBY,,
29.282,1947,6,LBY,,
30.562,1947,7,LBY,,
30.4896,1947,8,LBY,,
27.7482,1947,9,LBY,,
23.9137,1947,10,LBY,,
18.4746,1947,11,LBY,,
14.4221,1947,12,LBY,,
13.2862,1948,1,LBY,,
15.5743,1948,2,LBY,,
15.5082,1948,3,LBY,,
21.9064,1948,4,LBY,,
27.201,1948,5,LBY,,
28.0733,1948,6,LBY,,
28.7476,1948,7,LBY,,
28.6373,1948,8,LBY,,
26.7422,1948,9,LBY,,
23.2646,1948,10,LBY,,
16.43,1948,11,LBY,,
12.3908,1948,12,LBY,,
11.4853,1949,1,LBY,,
12.5831,1949,2,LBY,,
16.3446,1949,3,LBY,,
20.2985,1949,4,LBY,,
27.3057,1949,5,LBY,,
28.8716,1949,6,LBY,,
28.7492,1949,7,LBY,,
27.6161,1949,8,LBY,,
25.9565,1949,9,LBY,,
23.0488,1949,10,LBY,,
19.277,1949,11,LBY,,
14.5174,1949,12,LBY,,
12.3336,1950,1,LBY,,
13.7734,1950,2,LBY,,
16.2749,1950,3,LBY,,
21.2283,1950,4,LBY,,
25.1603,1950,5,LBY,,
28.1407,1950,6,LBY,,
28.5314,1950,7,LBY,,
28.8599,1950,8,LBY,,
26.9913,1950,9,LBY,,
23.0949,1950,10,LBY,,
16.9291,1950,11,LBY,,
13.5573,1950,12,LBY,,
11.7239,1951,1,LBY,,
14.677,1951,2,LBY,,
19.4229,1951,3,LBY,,
21.921,1951,4,LBY,,
27.7428,1951,5,LBY,,
28.8814,1951,6,LBY,,
29.6358,1951,7,LBY,,
29.1092,1951,8,LBY,,
28.375,1951,9,LBY,,
24.5144,1951,10,LBY,,
17.5321,1951,11,LBY,,
11.9138,1951,12,LBY,,
12.3215,1952,1,LBY,,
13.5159,1952,2,LBY,,
17.935,1952,3,LBY,,
21.7794,1952,4,LBY,,
27.1531,1952,5,LBY,,
28.2506,1952,6,LBY,,
29.3398,1952,7,LBY,,
29.5036,1952,8,LBY,,
28.5703,1952,9,LBY,,
24.3633,1952,10,LBY,,
17.3628,1952,11,LBY,,
12.8914,1952,12,LBY,,
10.4536,1953,1,LBY,,
15.2298,1953,2,LBY,,
15.7724,1953,3,LBY,,
22.2942,1953,4,LBY,,
27.762,1953,5,LBY,,
29.356,1953,6,LBY,,
29.6329,1953,7,LBY,,
29.1186,1953,8,LBY,,
26.5764,1953,9,LBY,,
23.8432,1953,10,LBY,,
17.0691,1953,11,LBY,,
13.3234,1953,12,LBY,,
10.9976,1954,1,LBY,,
14.1919,1954,2,LBY,,
18.2764,1954,3,LBY,,
21.6744,1954,4,LBY,,
26.6184,1954,5,LBY,,
29.0829,1954,6,LBY,,
29.2026,1954,7,LBY,,
28.6299,1954,8,LBY,,
25.805,1954,9,LBY,,
22.178,1954,10,LBY,,
17.9576,1954,11,LBY,,
13.1873,1954,12,LBY,,
14.434,1955,1,LBY,,
16.8681,1955,2,LBY,,
18.378,1955,3,LBY,,
21.4203,1955,4,LBY,,
26.7078,1955,5,LBY,,
29.8011,1955,6,LBY,,
30.1649,1955,7,LBY,,
29.5586,1955,8,LBY,,
28.019,1955,9,LBY,,
23.8972,1955,10,LBY,,
19.1153,1955,11,LBY,,
13.4492,1955,12,LBY,,
12.8924,1956,1,LBY,,
15.6207,1956,2,LBY,,
17.5022,1956,3,LBY,,
21.7629,1956,4,LBY,,
25.8145,1956,5,LBY,,
29.0246,1956,6,LBY,,
29.7623,1956,7,LBY,,
29.1856,1956,8,LBY,,
27.0513,1956,9,LBY,,
20.8982,1956,10,LBY,,
18.4996,1956,11,LBY,,
12.4005,1956,12,LBY,,
11.4865,1957,1,LBY,,
14.9596,1957,2,LBY,,
16.9756,1957,3,LBY,,
20.959,1957,4,LBY,,
26.0867,1957,5,LBY,,
29.2733,1957,6,LBY,,
28.9127,1957,7,LBY,,
29.5281,1957,8,LBY,,
28.0987,1957,9,LBY,,
23.9016,1957,10,LBY,,
19.361,1957,11,LBY,,
13.8788,1957,12,LBY,,
12.4011,1958,1,LBY,,
15.0789,1958,2,LBY,,
18.3853,1958,3,LBY,,
22.7703,1958,4,LBY,,
25.0137,1958,5,LBY,,
28.8639,1958,6,LBY,,
29.1081,1958,7,LBY,,
28.3776,1958,8,LBY,,
26.2218,1958,9,LBY,,
22.8635,1958,10,LBY,,
19.6149,1958,11,LBY,,
15.458,1958,12,LBY,,
12.3455,1959,1,LBY,,
12.7675,1959,2,LBY,,
17.6199,1959,3,LBY,,
21.2001,1959,4,LBY,,
27.5442,1959,5,LBY,,
28.2611,1959,6,LBY,,
27.8654,1959,7,LBY,,
29.2677,1959,8,LBY,,
27.7343,1959,9,LBY,,
22.7548,1959,10,LBY,,
17.9966,1959,11,LBY,,
13.2601,1959,12,LBY,,
12.2926,1960,1,LBY,,
15.5948,1960,2,LBY,,
18.2161,1960,3,LBY,,
21.9596,1960,4,LBY,,
26.0184,1960,5,LBY,,
28.7008,1960,6,LBY,,
28.9543,1960,7,LBY,,
28.7578,1960,8,LBY,,
26.7903,1960,9,LBY,,
24.6731,1960,10,LBY,,
18.8622,1960,11,LBY,,
15.0449,1960,12,LBY,,
12.8512,1961,1,LBY,,
12.1399,1961,2,LBY,,
15.6754,1961,3,LBY,,
21.9759,1961,4,LBY,,
26.1693,1961,5,LBY,,
29.887,1961,6,LBY,,
28.8185,1961,7,LBY,,
27.7802,1961,8,LBY,,
25.7523,1961,9,LBY,,
21.7786,1961,10,LBY,,
18.5391,1961,11,LBY,,
12.9166,1961,12,LBY,,
12.6286,1962,1,LBY,,
12.8052,1962,2,LBY,,
19.1188,1962,3,LBY,,
22.08,1962,4,LBY,,
26.1736,1962,5,LBY,,
28.3826,1962,6,LBY,,
29.5372,1962,7,LBY,,
28.5965,1962,8,LBY,,
27.1141,1962,9,LBY,,
23.2267,1962,10,LBY,,
20.8764,1962,11,LBY,,
13.2527,1962,12,LBY,,
13.9116,1963,1,LBY,,
15.999,1963,2,LBY,,
16.8508,1963,3,LBY,,
22.3602,1963,4,LBY,,
25.4757,1963,5,LBY,,
28.579,1963,6,LBY,,
29.9691,1963,7,LBY,,
29.3171,1963,8,LBY,,
28.1272,1963,9,LBY,,
23.3873,1963,10,LBY,,
17.9412,1963,11,LBY,,
15.782,1963,12,LBY,,
11.7305,1964,1,LBY,,
14.1697,1964,2,LBY,,
19.4248,1964,3,LBY,,
22.43,1964,4,LBY,,
24.8454,1964,5,LBY,,
29.7181,1964,6,LBY,,
28.6234,1964,7,LBY,,
29.5866,1964,8,LBY,,
25.012,1964,9,LBY,,
23.1488,1964,10,LBY,,
17.4161,1964,11,LBY,,
14.7076,1964,12,LBY,,
13.3988,1965,1,LBY,,
14.6215,1965,2,LBY,,
17.6168,1965,3,LBY,,
20.4478,1965,4,LBY,,
24.6732,1965,5,LBY,,
28.7051,1965,6,LBY,,
